Settembre Venezuela
1.0
1.0
0.59056967563152618
0.59056898726261486
1.0
1.0
0.59056898726261486
1.0
0.59056898726261486
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.73869684526785695
1.0
1.0
1.0
1.0
0.79528449363130749
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.68349574375936739
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
0.86352299575420499
1.0
1.0
1.0
1.0
1.0
1.0
0.29528470016496233
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7764221520011908
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
0.59056898726261486
1.0
1.0
1.0
-0.038048770857474268
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
-0.20471550636869257
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7764221520011908
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
0.7764221520011908
1.0
1.0
0.59056898726261486
1.0
1.0
0.59056898726261486
0.59056898726261486
0.59056898726261486
0.59056898726261486
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
0.59056898726261486
1.0
0.79528449363130749
1.0
1.0
1.0
0.29528470016496233
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.59056898726261486
0.78899704642126867
1.0
1.0
-0.10374465797837407
-1.0
1.0
1.0
-1.0
0.59057036400043739
1.0
1.0
1.0
0.59056921201727353
1.0
1.0
1.0
0.79528449363130749
1.0
1.0
0.78585355313237826
1.0
1.0
1.0
1.0
1.0
0.79528449363130749
0.59056898726261486
1.0
0.59056898726261486
1.0
0.8882112501280599
1.0
1.0
1.0
1.0
0.7764221520011908
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.0
1.0
0.59056898726261486
1.0
1.0
1.0
1.0
1.0
0.43467421131696427
1.0
1.0
1.0
1.0
0.66463291626523591
1.0
1.0
0.59056898726261486
1.0
1.0
1.0
0.59056898726261486
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
0.59056885313818619
1.0
1.0
1.0
0.59056898726261486
1.0
0.79251068404325187
1.0
1.0
1.0
1.0
1.0
1.0
0.7764221520011908
1.0
0.7764221520011908
1.0
0.70189611092886395
1.0
1.0
1.0
1.0
0.59056898726261486
1.0
0.79528449363130749
