Ottobre Rw
0.50
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
0.25
0.18
1.0
1.0
1.0
0.02
1.0
1.0
1.00
1.0
1.0
1.0
0.0
1.0
1.0
-1.0
1.0
0.25
1.0
1.0
-1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.06
1.0
1.0
0.50
1.0
1.0
1.0
0.96
1.0
1.0
0.25
1.0
0.0
0.96
0.11
1.0
1.0
0.96
1.0
1.0
0.50
1.0
0.18
1.0
1.0
1.0
0.96
1.0
1.0
1.0
0.50
1.0
0.50
1.0
1.0
0.49
1.0
1.0
1.0
1.0
0.06
1.0
1.0
1.0
0.49
0.50
0.99
0.99
0.97
1.0
0.96
1.0
1.0
1.0
1.0
0.14
1.0
1.0
1.0
1.0
1.0
0.50
1.0
0.50
0.50
1.00
1.0
1.0
1.0
1.0
0.33
0.50
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.66
1.0
1.0
1.0
0.50
0.00
1.0
1.0
1.0
0.50
1.0
1.00
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.00
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
0.24
1.0
1.0
1.0
0.63
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.00
-1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.00
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.50
0.20
1.0
1.0
1.0
1.0
0.49
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.96
0.39
0.50
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
1.0
0.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
0.67
0.97
1.0
0.0
1.0
1.0
1.0
0.08
0.50
1.0
1.0
1.0
1.0
1.0
0.62
1.0
0.28
1.0
0.50
1.0
1.0
1.0
0.25
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.33
0.96
1.0
1.0
0.28
1.0
1.0
1.00
0.50
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.00
1.0
1.0
1.0
1.0
0.00
1.0
1.0
1.0
1.0
0.99
1.0
0.50
1.0
1.0
0.07
1.0
1.0
0.20
1.0
1.0
1.0
1.0
1.0
0.29
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.00
0.48
1.0
1.0
0.07
1.0
0.50
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.08
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
-0.49
1.0
1.0
1.0
1.0
0.02
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-0.17
0.24
1.00
0.96
1.0
1.0
1.0
0.96
-1.0
1.0
1.0
0.33
1.0
0.50
0.40
1.0
1.0
0.50
1.0
0.50
-1.0
1.0
1.0
0.96
1.0
1.0
0.0
0.97
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
0.96
0.01
1.0
0.97
1.0
0.25
1.0
1.0
0.50
1.0
0.50
1.0
0.49
1.0
1.0
1.0
1.0
0.03
1.0
0.13
1.0
0.25
0.33
1.0
1.0
1.0
1.0
1.0
0.96
1.0
0.50
1.0
0.99
0.96
0.33
1.0
1.0
0.33
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
0.07
1.0
1.0
1.0
1.0
1.0
1.0
0.33
1.0
1.00
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.02
0.25
1.0
0.24
1.0
1.0
1.0
1.0
1.0
0.02
1.0
1.0
1.0
1.0
1.0
0.58
1.00
1.0
0.96
1.0
0.49
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
0.97
1.0
1.0
1.0
1.00
1.0
1.0
0.96
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.14
0.33
1.0
1.0
1.0
1.0
0.96
-1.0
0.19
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.09
1.0
1.0
1.0
1.0
0.14
1.0
0.96
1.0
1.0
1.0
0.50
1.0
0.99
0.06
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.00
1.0
1.0
1.0
0.20
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.17
1.0
1.0
0.96
0.25
1.0
1.0
1.0
1.0
1.0
1.0
0.19
1.0
-0.04
1.0
1.0
0.16
0.32
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.00
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.11
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
0.19
1.0
0.99
1.00
1.0
1.0
1.0
1.0
0.01
1.0
1.0
-1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.14
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.04
1.0
1.0
1.0
1.0
1.0
0.10
1.0
1.0
0.91
1.0
0.30
1.0
1.0
1.0
0.25
1.0
1.0
1.0
1.0
1.0
1.0
0.06
1.0
1.0
1.0
0.02
0.50
1.0
0.50
1.0
1.0
1.0
1.0
0.31
1.0
1.0
-1.0
1.0
1.0
1.0
0.0
1.0
1.0
1.00
0.14
0.60
1.0
0.50
0.73
1.0
1.0
1.0
1.0
0.96
0.50
0.0
1.0
1.0
0.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.80
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
0.42
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
0.20
1.0
1.00
1.0
1.0
1.0
1.0
0.25
0.32
0.39
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
0.20
1.0
1.0
0.50
1.0
1.0
0.07
1.0
1.0
1.0
1.0
0.20
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.97
1.0
1.0
1.0
1.0
1.0
1.0
0.64
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
1.0
1.0
1.0
1.0
0.49
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-1.0
0.40
1.00
1.0
1.0
1.0
-1.0
1.0
0.06
1.0
1.0
0.33
1.0
1.00
0.29
1.0
1.0
1.0
0.09
1.0
1.0
1.0
1.0
0.25
1.0
0.97
1.0
0.50
1.00
0.97
1.0
0.13
1.0
1.0
1.0
0.50
0.20
1.0
1.0
-0.00
1.0
1.0
1.0
1.00
1.0
-1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.00
1.0
0.96
1.0
1.0
1.0
1.0
1.0
1.0
0.04
0.50
1.0
1.0
1.0
1.00
0.96
1.0
1.0
1.0
1.0
1.0
1.0
1.00
0.50
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
0.49
1.0
0.97
1.00
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
0.40
1.0
1.0
1.0
1.0
0.11
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.17
1.0
0.08
1.0
1.0
0.50
0.50
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
0.99
0.50
1.0
0.50
1.0
-0.00
1.0
1.0
1.0
0.33
1.00
1.0
0.50
1.00
1.0
1.0
1.0
1.0
0.50
1.0
-1.0
0.96
1.0
1.0
1.0
1.0
-0.07
0.50
1.0
1.0
0.0
0.32
1.0
0.33
1.0
1.0
1.0
1.0
1.0
0.65
1.0
1.0
1.0
1.0
1.0
0.33
1.0
1.0
0.50
0.50
1.0
1.0
1.0
0.50
1.0
0.50
1.0
1.0
1.0
0.43
0.96
1.0
0.03
1.0
1.0
0.58
1.0
1.0
0.33
1.0
0.50
0.50
0.96
1.0
1.0
0.50
1.0
0.33
1.0
1.0
1.0
0.96
1.0
1.0
0.03
1.0
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
0.67
1.00
0.33
1.0
1.0
0.04
1.0
0.50
1.0
1.0
0.0
1.0
0.96
1.00
1.0
0.49
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.25
1.0
0.50
1.0
1.0
1.0
1.0
1.0
-0.11
1.0
1.0
1.0
0.50
1.0
1.0
0.99
-1.0
1.0
1.0
1.0
0.24
1.0
1.0
1.0
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
-0.02
0.97
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.97
0.50
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.40
1.0
0.50
1.0
0.50
1.0
1.0
1.0
1.0
1.0
1.0
0.40
-1.0
1.0
1.0
1.0
0.0
1.0
1.0
0.50
0.97
1.0
0.96
1.0
1.0
0.50
1.00
1.0
1.0
1.0
1.0
0.50
-1.0
0.50
1.0
1.0
1.0
1.0
1.0
0.96
1.0
0.67
0.96
1.0
1.0
1.0
1.0
1.0
1.0
0.25
1.0
1.0
1.0
0.48
1.0
1.00
0.14
1.0
0.50
0.0
1.0
1.0
1.0
0.50
1.0
0.33
0.50
1.0
0.96
1.0
0.25
1.0
1.0
1.0
1.0
1.0
1.0
0.49
0.33
1.0
0.50
1.0
1.0
1.0
1.0
0.49
1.0
1.0
1.0
1.0
1.0
0.96
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.96
1.0
0.28
1.0
1.0
1.0
0.33
1.0
1.0
1.0
1.0
0.07
1.0
1.0
1.0
0.48
1.0
0.04
1.0
0.11
1.0
1.0
1.0
1.0
0.50
0.50
1.0
1.0
1.00
1.00
1.0
0.97
0.55
1.0
1.0
0.19
1.0
0.96
1.0
1.0
0.06
1.0
